🥦港台,#genre#
内蒙农牧HD,http://121.56.186.21:4022/rtp/239.29.0.209:5000
内蒙古蒙语HD,http://121.56.186.21:4022/rtp/239.29.0.9:5000
内蒙少儿HD,http://121.56.186.21:4022/rtp/239.29.0.207:5000
内蒙文体娱乐HD,http://121.56.186.21:4022/rtp/239.29.0.211:5000
内蒙新闻综合HD,http://121.56.186.21:4022/rtp/239.29.0.208:5000
内蒙经济生活HD,http://121.56.186.21:4022/rtp/239.29.0.212:5000
内蒙蒙语HD,http://121.56.186.21:4022/rtp/239.29.0.210:5000
准格尔旗HD,http://121.56.186.21:4022/rtp/239.29.0.192:5000
乌拉特中旗HD,http://121.56.186.21:4022/rtp/239.29.0.152:5000
乌拉特前旗HD,http://121.56.186.21:4022/rtp/239.29.0.150:5000
乌海新闻HD,http://121.56.186.21:4022/rtp/239.29.0.11:5000
乌海都市HD,http://121.56.186.21:4022/rtp/239.29.0.12:5000
五原HD,http://121.56.186.21:4022/rtp/239.29.1.103:5000
伊金霍洛旗HD,http://121.56.186.21:4022/rtp/239.29.1.105:5000
包头新闻HD,http://121.56.186.21:4022/rtp/239.29.0.111:5000
包头生活HD,http://121.56.186.21:4022/rtp/239.29.0.112:5000
包头经济HD,http://121.56.186.21:4022/rtp/239.29.0.204:5000
呼伦贝尔HD,http://121.56.186.21:4022/rtp/239.29.1.163:5000
呼伦贝尔文游HD,http://121.56.186.21:4022/rtp/239.29.0.20:5000
呼伦贝尔新闻HD,http://121.56.186.21:4022/rtp/239.29.0.19:5000
呼伦贝尔资讯HD,http://121.56.186.21:4022/rtp/239.29.0.21:5000
呼市影视HD,http://121.56.186.21:4022/rtp/239.29.0.37:5000
呼市新闻HD,http://121.56.186.21:4022/rtp/239.29.0.35:5000
喀喇沁县HD,http://121.56.186.21:4022/rtp/239.29.1.150:5000
土左旗HD,http://121.56.186.21:4022/rtp/239.29.0.181:5000
察右中旗HD,http://121.56.186.21:4022/rtp/239.29.1.106:5000
察右后旗HD,http://121.56.186.21:4022/rtp/239.29.1.148:5000
巴彦淖尔影视HD,http://121.56.186.21:4022/rtp/239.29.0.27:5000
巴彦淖尔新闻HD,http://121.56.186.21:4022/rtp/239.29.0.25:5000
巴彦淖尔经济HD,http://121.56.186.21:4022/rtp/239.29.0.26:5000
扎赉特旗HD,http://121.56.186.21:4022/rtp/239.29.0.185:5000
杭后HD,http://121.56.186.21:4022/rtp/239.29.0.149:5000
杭锦旗综合HD,http://121.56.186.21:4022/rtp/239.29.1.147:5000
科右中旗HD,http://121.56.186.21:4022/rtp/239.29.0.178:5000
突泉HD,http://121.56.186.21:4022/rtp/239.29.0.174:5000
翁牛特HD,http://121.56.186.21:4022/rtp/239.29.0.186:5000
苏尼特右旗HD,http://121.56.186.21:4022/rtp/239.29.0.191:5000
苏左电视HD,http://121.56.186.21:4022/rtp/239.29.0.190:5000
赤峰影视HD,http://121.56.186.21:4022/rtp/239.29.0.15:5000
赤峰新闻HD,http://121.56.186.21:4022/rtp/239.29.0.13:5000
赤峰经济HD,http://121.56.186.21:4022/rtp/239.29.0.14:5000
达茂HD,http://121.56.186.21:4022/rtp/239.29.1.101:5000
通辽城市HD,http://121.56.186.21:4022/rtp/239.29.0.42:5000
通辽新闻HD,http://121.56.186.21:4022/rtp/239.29.0.41:5000
通辽蒙语HD,http://121.56.186.21:4022/rtp/239.29.0.40:5000
鄂尔多斯新闻HD,http://121.56.186.21:4022/rtp/239.29.0.30:5000
鄂尔多斯经济HD,http://121.56.186.21:4022/rtp/239.29.0.31:5000
鄂尔多斯蒙语HD,http://121.56.186.21:4022/rtp/239.29.0.33:5000
锡林郭勒1HD,http://121.56.186.21:4022/rtp/239.29.0.38:5000
锡林郭勒2HD,http://121.56.186.21:4022/rtp/239.29.0.39:5000
阿尔山HD,http://121.56.186.21:4022/rtp/239.29.1.112:5000
额齐纳HD,http://121.56.186.21:4022/rtp/239.29.0.177:5000
ELTVSD,http://121.56.186.21:4022/rtp/239.29.1.113:5000
XHTVSD,http://121.56.186.21:4022/rtp/239.29.0.187:5000
乌盟新闻SD,http://121.56.186.21:4022/rtp/239.29.0.22:5000
五原SD,http://121.56.186.21:4022/rtp/239.29.0.148:5000
兴安影视SD,http://121.56.186.21:4022/rtp/239.29.0.18:5000
兴安文化SD,http://121.56.186.21:4022/rtp/239.29.0.17:5000
兴安新闻SD,http://121.56.186.21:4022/rtp/239.29.0.16:5000
准格尔旗SD,http://121.56.186.21:4022/rtp/239.29.0.153:5000
和林格尔SD,http://121.56.186.21:4022/rtp/239.29.0.183:5000
土左旗SD,http://121.56.186.21:4022/rtp/239.29.0.188:5000
多伦SD,http://121.56.186.21:4022/rtp/239.29.0.155:5000
太仆寺旗SD,http://121.56.186.21:4022/rtp/239.29.0.154:5000
扎兰屯SD,http://121.56.186.21:4022/rtp/239.29.1.109:5000
扎鲁特SD,http://121.56.186.21:4022/rtp/239.29.1.181:5000
正蓝旗SD,http://121.56.186.21:4022/rtp/239.29.0.147:5000
武川SD,http://121.56.186.21:4022/rtp/239.29.0.182:5000
武川SD,http://121.56.186.21:4022/rtp/239.29.1.111:5000
满洲里SD,http://121.56.186.21:4022/rtp/239.29.0.34:5000
突泉SD,http://121.56.186.21:4022/rtp/239.29.0.156:5000
阿右旗SD,http://121.56.186.21:4022/rtp/239.29.0.175:5000
阿巴嘎SD,http://121.56.186.21:4022/rtp/239.29.0.184:5000
阿拉善新闻SD,http://121.56.186.21:4022/rtp/239.29.0.28:5000
额尔古纳SD,http://121.56.186.21:4022/rtp/239.29.1.132:5000
👮‍♂️安徽8源,#genre#
安徽经济生活,http://tv.sohu.blog/d/ahwy.php?id=jj
安徽综艺体育,http://tv.sohu.blog/d/ahwy.php?id=zy
安徽影视频道,http://tv.sohu.blog/d/ahwy.php?id=ys
肥东新闻综合,http://tv.sohu.blog/d/ahfd.php?id=752
肥东经济生活,http://tv.sohu.blog/d/ahfd.php?id=753
马鞍山新闻综合,http://tv.sohu.blog/d/ahmas.php?id=xwzh
马鞍山科教生活,http://tv.sohu.blog/d/ahmas.php?id=kjsh
寿县新闻综合,http://tv.sohu.blog/d/ahwy.php?id=shx
铜陵新闻综合,http://tv.sohu.blog/d/ahtl.php?id=10
铜陵教育科技,http://tv.sohu.blog/d/ahtl.php?id=8
歙县新闻综合,http://tv.sohu.blog/d/ahwy.php?id=sx
太湖新闻综合,http://tv.sohu.blog/d/ahwy.php?id=th
岳溪新闻综合,http://tv.sohu.blog/d/ahwy.php?id=yx
宿松综合频道,http://tv.sohu.blog/d/ahwy.php?id=ss1
宿松戏曲文艺,http://tv.sohu.blog/d/ahwy.php?id=ss2
颍上新闻综合,http://tv.sohu.blog/d/ahwy.php?id=ysh
🌂韩国,#genre#
KBS1,https://tv.sohu.blog/d/kbs.php?id=1 
kbs2,https://tv.sohu.blog/d/kbs.php?id=2
kbs24,https://tv.sohu.blog/d/kbs.php?id=24
KBSDrama,https://tv.sohu.blog/d/kbs.php?id=drama
KBSJoy,https://tv.sohu.blog/d/kbs.php?id=joy
KBSKids,https://tv.sohu.blog/d/kbs.php?id=kids
KBSWorld,https://tv.sohu.blog/d/kbs.php?id=world
KBSLife,https://tv.sohu.blog/d/kbs.php?id=life
KBSW,https://tv.sohu.blog/d/kbs.php?id=w
♏马来源,#genre#
星空国际,http://202.80.222.20/cdn/iptv/Tvod/001/channel2000023/1024.m3u8
天映经典,http://202.80.222.20/cdn/iptv/Tvod/001/channel2000028/1024.m3u8
天映频道,http://202.80.222.20/cdn/iptv/Tvod/001/channel2000032/1024.m3u8
韩国KIX,http://202.80.222.20/cdn/iptv/Tvod/001/channel2000037/1024.m3u8
8TV,http://185.242.232.135:8888/180.75.54.1:19981/stream/channelid/773106433?profile=pass
TV5,http://185.242.232.135:8888/180.75.54.1:19981/stream/channelid/920722202?profile=pass
TV6,http://185.242.232.135:8888/180.75.54.1:19981/stream/channelid/1990448759?profile=pass
TVS,http://185.242.232.135:8888/180.75.54.1:19981/stream/channelid/1257341648?profile=pass
🤡23港台,#genre#
城市電視,http://23.237.228.133/live/chengshidianshi.m3u8
新時代西部,http://23.237.228.133/live/xinshidaixibu.m3u8
新時代2,http://23.237.228.133/live/xinshidai2.m3u8
凤凰资讯,http://23.237.228.133/live2/fenghuangzixun.m3u8
凤凰卫视,http://23.237.228.133/live2/fenghuangzhongwen.m3u8
港台电视31,http://23.237.228.133/live2/gangtaidianshi.m3u8
娛樂新聞台,http://23.237.228.133/live2/yulexinwen.m3u8
明珠台,http://23.237.228.133/live2/mingzhutai.m3u8
NOW爆谷台,http://23.237.228.133/live2/baogutai.m3u8
Now星影台,http://23.237.228.133/live2/xingyingtai.m3u8
天映经典,http://23.237.228.133/live2/tianyingjingdian.m3u8
Now 華劇台,http://23.237.228.133/live2/nowhuajv.m3u8
翡翠台,http://23.237.228.133/live2/feicuitai.m3u8
黄金翡翠台,http://23.237.228.133/live2/huangjinfeicui.m3u8
千禧经典台,http://23.237.228.133/live2/qianxijingdian.m3u8
TVB生活,http://23.237.228.133/live2/tvbshenghuo.m3u8
中天新聞台,http://23.237.228.133/live2/zhongtianxinwen.m3u8
🛩️新湖南云,#genre#
桂阳新闻综合,http://zzjxy.asia/新湖南云.php?id=7
邵东电视台,http://zzjxy.asia/新湖南云.php?id=13
中方县电视台,http://zzjxy.asia/新湖南云.php?id=18
芷江电视台,http://zzjxy.asia/新湖南云.php?id=20
东安电视,http://zzjxy.asia/新湖南云.php?id=21
新晃电视台,http://zzjxy.asia/新湖南云.php?id=23
洪江区电视台,http://zzjxy.asia/新湖南云.php?id=24
蓝山电视台,http://zzjxy.asia/新湖南云.php?id=26
耒阳电视台,http://zzjxy.asia/新湖南云.php?id=27
汉寿综合频道,http://zzjxy.asia/新湖南云.php?id=31
祁阳电视,http://zzjxy.asia/新湖南云.php?id=33
靖州综合频道,http://zzjxy.asia/新湖南云.php?id=34
麻阳电视台,http://zzjxy.asia/新湖南云.php?id=38
永兴电视台,http://zzjxy.asia/新湖南云.php?id=40
双峰县电视台,http://zzjxy.asia/新湖南云.php?id=131
花垣综合,http://zzjxy.asia/新湖南云.php?id=134
吉首综合,http://zzjxy.asia/新湖南云.php?id=143
古丈电视,http://zzjxy.asia/新湖南云.php?id=144
龙山综合,http://zzjxy.asia/新湖南云.php?id=146
临武综合,http://zzjxy.asia/新湖南云.php?id=148
汝城电视台,http://zzjxy.asia/新湖南云.php?id=149
桃源电视台,http://zzjxy.asia/新湖南云.php?id=157
攸县电视台,http://zzjxy.asia/新湖南云.php?id=158
沅江综合,http://zzjxy.asia/新湖南云.php?id=163
湘阴综合,http://zzjxy.asia/新湖南云.php?id=165
汨罗综合,http://zzjxy.asia/新湖南云.php?id=166
CCTV1综合,http://zzjxy.asia/新湖南云.php?id=168
城步电视,http://zzjxy.asia/新湖南云.php?id=169
新化电视台,http://zzjxy.asia/新湖南云.php?id=170
新邵新闻综合,http://zzjxy.asia/新湖南云.php?id=171
桂东融媒,http://zzjxy.asia/新湖南云.php?id=174
衡东县电视台,http://zzjxy.asia/新湖南云.php?id=180
绥宁电视台,http://zzjxy.asia/新湖南云.php?id=182
衡阳县电视台,http://zzjxy.asia/新湖南云.php?id=183
嘉禾新闻综合,http://zzjxy.asia/新湖南云.php?id=184
长沙县新闻综合,http://zzjxy.asia/新湖南云.php?id=203
安化综合,http://zzjxy.asia/新湖南云.php?id=204
🎺yunnan,#genre#
云南都市,http://tv.sohu.blog/d/yntv2.php?id=ynds
云南娱乐,http://tv.sohu.blog/d/yntv2.php?id=ynyl
云南康旅频道,http://tv.sohu.blog/d/yntv2.php?id=ynkl
陆良电视台,http://tv.sohu.blog/d/yntv2.php?id=qjll
玉溪新闻综合,http://tv.sohu.blog/d/yntv2.php?id=yx1
玉溪社会与法,http://tv.sohu.blog/d/yntv2.php?id=yx2
元江电视台,http://tv.sohu.blog/d/yntv2.php?id=yxyj
保山一套,http://tv.sohu.blog/d/yntv2.php?id=bs1
龙陵电视台,http://tv.sohu.blog/d/yntv2.php?id=bsll
龙阳电视台,http://tv.sohu.blog/d/yntv2.php?id=bsly
昭通一套,http://tv.sohu.blog/d/yntv2.php?id=zt1
丽江新闻综合,http://tv.sohu.blog/d/yntv2.php?id=lj1
华坪电视台,http://tv.sohu.blog/d/yntv2.php?id=ljhp
临沧一套,http://tv.sohu.blog/d/yntv2.php?id=lc1
临沧二套,http://tv.sohu.blog/d/yntv2.php?id=lc2
耿马电视台,http://tv.sohu.blog/d/yntv2.php?id=lcgm
楚雄新闻频道,http://tv.sohu.blog/d/yntv2.php?id=cx1
红河新闻综合,http://tv.sohu.blog/d/yntv2.php?id=hh1
文山新闻综合,http://tv.sohu.blog/d/yntv2.php?id=ws1
大理新闻综合,http://tv.sohu.blog/d/yntv2.php?id=dl1
洱源电视台,http://tv.sohu.blog/d/yntv2.php?id=dley
巍山电视台,http://tv.sohu.blog/d/yntv2.php?id=dlws
云龙电视台,http://tv.sohu.blog/d/yntv2.php?id=dlyl
德宏综合频道,http://tv.sohu.blog/d/yntv2.php?id=dh1
怒江电视台,http://tv.sohu.blog/d/yntv2.php?id=nj1
📡福建源,#genre#
福建,http://tv.sohu.blog/d/fjbst.php?id=154
福建公共,http://tv.sohu.blog/d/fjtv.php?id=gg
福建公共,http://tv.sohu.blog/d/fjbst.php?id=156
东南卫视,http://tv.sohu.blog/d/fjbst.php?id=155
福建新闻,http://tv.sohu.blog/d/fjtv.php?id=xw
福建新闻,http://tv.sohu.blog/d/fjbst.php?id=157
福建电视剧,http://tv.sohu.blog/d/fjbst.php?id=158
福建旅游,http://tv.sohu.blog/d/fjtv.php?id=ly
福建旅游,http://tv.sohu.blog/d/fjbst.php?id=159
福建经济,http://tv.sohu.blog/d/fjtv.php?id=zh
福建经济,http://tv.sohu.blog/d/fjbst.php?id=160
福建文体,http://tv.sohu.blog/d/fjbst.php?id=161
福建少儿,http://tv.sohu.blog/d/fjbst.php?id=162
海峡,http://tv.sohu.blog/d/fjtv.php?id=hxws
海峡,http://tv.sohu.blog/d/fjbst.php?id=163
福清,http://8.139.5.66/gdy.php?id=fuzhoufq
闽侯,http://8.139.5.66/gdy.php?id=fuzhoumh
平潭,http://8.139.5.66/gdy.php?id=pingtanxwzh
厦门,http://39.106.167.36/fjxm.php?id=xmws
厦门,http://tv.sohu.blog/d/fjbst.php?id=164
厦门1,http://39.106.167.36/fjxm.php?id=xmtv1
厦门2,http://39.106.167.36/fjxm.php?id=xmtv2
厦门移动,http://39.106.167.36/fjxm.php?id=xmtv4
集美,http://8.139.5.66/gdy.php?id=xiamenjm
泉州,http://39.106.167.36/fjqz.php?id=1
泉州,http://htvro.6600.org:9988/play/a015
泉州3,http://htvro.6600.org:9988/play/a017
泉州4,http://39.106.167.36/fjqz.php?id=2
泉州4,http://htvro.6600.org:9988/play/a018
泉港,http://8.139.5.66/gdy.php?id=quanzhouqg
永春,http://8.139.5.66/gdy.php?id=quanzhoayn
沙县,http://8.139.5.66/gdy.php?id=sanmingxs
永安,http://8.139.5.66/gdy.php?id=sanmingya
尤溪,http://8.139.5.66/gdy.php?id=sanmingyx
尤溪旅游,http://8.139.5.66/gdy.php?id=sanmingyxly
漳州,http://8.139.5.66/gdy.php?id=zhangzhou1
漳浦,http://8.139.5.66/gdy.php?id=zhangzhouzp
莆田,http://tv.sohu.blog/d/fjpt.php?id=4
莆田2,http://tv.sohu.blog/d/fjpt.php?id=5
仙游,http://tv.sohu.blog/d/fjpt.php?id=6
宁德,http://39.106.167.36/fjnd.php?id=41
宁德2,http://39.106.167.36/fjnd.php?id=42
⛴️142p2p,#genre#
CHC家庭影院,p2p://142.54.189.229:2666/64df524500090962059f87e539814f92.ts
CHC动作电影,p2p://142.54.189.229:2666/64df522000028fae059ef5b741fa1d46.ts
CHC高清电影,p2p://142.54.189.229:2666/64df526f0007690e05a02b8862980d8c.ts
凤凰资讯,p2p://142.54.189.229:2666/64df4dbc000cf286058dd1b77e200c8c.ts
TVBS新闻,p2p://142.54.189.229:2666/64df0c5d000a530d048e75f37b155008.ts
东森新闻,p2p://142.54.189.229:2666/64df0db3000d67790493aeaf65c56300.ts
东森洋片,p2p://142.54.189.229:2666/64df13790003d2fa04aa39ae2da01a11.ts
东森电影,p2p://142.54.189.229:2666/64df13a000050e5604aad25477514fbe.ts
东森戏剧,p2p://142.54.189.229:2666/64df12c40004572504a776c51f557ae3.ts
三立新闻,p2p://142.54.189.229:2666/64df114a00089e6504a1b34e5ec80344.ts
三立都会,p2p://142.54.189.229:2666/64df11b100009de604a343a26d5e011f.ts
三立台湾,p2p://142.54.189.229:2666/64df120c000d1ba704a4aa47660f072a.ts
年代新闻,p2p://142.54.189.229:2666/64df11830008ea4904a2921502394fe8.ts
台视,p2p://142.54.189.229:2666/64df1280000382f804a66cf66f723cd5.ts
非凡商业,p2p://142.54.189.229:2666/64df45be00022c98056e96c83cf40f33.ts
八大戏剧,p2p://142.54.189.229:2666/64df42c10009db1b0562ec745e7901e2.ts
东风,p2p://142.54.189.229:2666/64df454c000c128a056cdc0835e81587.ts
华艺中文台,p2p://142.54.189.229:2666/64df12f700010de304a83d325efd0c7f.ts
亚洲旅游,p2p://142.54.189.229:2666/64df458d0000b197056dd70234661fa7.ts
好莱坞电影,p2p://142.54.189.229:2666/64df134600097ad804a973ed5c03697a.ts
都市剧场,p2p://142.54.189.229:2666/64e0cecc0002f9900b6df5b72ec12ee7.ts
精彩影视,p2p://142.54.189.229:2666/64e0ce310005eaad0b6b98fa39b36cb2.ts
纬来电影,p2p://142.54.189.229:2666/64df13210009342a04a8e3556bf668f8.ts
纬来综合,p2p://142.54.189.229:2666/64df43e300075980056758a83a2b540c.ts
纬来日本,p2p://142.54.189.229:2666/64df443f00095d370568c085157977f8.ts
纬来戏剧,p2p://142.54.189.229:2666/64df437200095ddd05659fbd043c428f.ts
纬来体育,p2p://142.54.189.229:2666/64df434b000e4fa8056508ad7eb544f1.ts
纬来育乐,p2p://142.54.189.229:2666/64df43ac00074b2b056681d0209227db.ts
AXN,p2p://142.54.189.229:2666/64df122d0005c00804a5294b00f52204.ts
BBC,p2p://142.54.189.229:2666/64df446d0008ef2005697425049e4588.ts
CNN,p2p://142.54.189.229:2666/64df44980009ee7c056a1c5c030731c7.ts
CINEMAX,p2p://142.54.189.229:2666/64df5bda0009868805c4f60d115c76bc.ts
HBO,p2p://142.54.189.229:2666/64df12580002b58d04a5d077677d6597.ts
HBO Hits,p2p://142.54.189.229:2666/64df45eb000de73e056f498e2cb767d8.ts
HBO Family,p2p://142.54.189.229:2666/64df46550004bc4d0570e54c39ee24dd.ts
HBO Signature,p2p://142.54.189.229:2666/64df46220007117705701eb010a05e11.ts
MOMO親子,p2p://142.54.189.229:2666/64df44f10007b01e056b776826a703aa.ts
NICK JR,p2p://142.54.189.229:2666/64df5c370009277b05c661456c657811.ts
八大优,mitv://147.135.39.171:9906/686141c600004a257bb419081c1d2844.ts
🔫极速潮汕,#genre#
广州综合,http://47.108.20.161:8866/guangdong/guangzhou.php?id=zhonghe
广州新闻,http://47.108.20.161:8866/guangdong/guangzhou.php?id=xinwen
广州法治,http://47.108.20.161:8866/guangdong/guangzhou.php?id=fazhi
广州都市,http://47.108.20.161:8866/guangdong/guangzhou.php?id=shenghuo
揭阳综合,http://47.108.20.161:8866/guangdong/jieyang.php?id=jyzh
揭阳生活,http://47.108.20.161:8866/guangdong/jieyang.php?id=jysh
深圳卫视,http://47.108.20.161:8866/guangdong/shenzhen.php?id=szws
深圳都市,http://47.108.20.161:8866/guangdong/shenzhen.php?id=szds
深圳电视剧,http://47.108.20.161:8866/guangdong/shenzhen.php?id=szdsj
深圳财经生活,http://47.108.20.161:8866/guangdong/shenzhen.php?id=szcj
深圳少儿频道,http://47.108.20.161:8866/guangdong/shenzhen.php?id=szse
深圳移动,http://47.108.20.161:8866/guangdong/shenzhen.php?id=szyd
深圳国际,http://47.108.20.161:8866/guangdong/shenzhen.php?id=szgj
北京影视,http://47.108.20.161:8866/beijing/beijing.php?id=bjys
北京纪实,http://47.108.20.161:8866/beijing/beijing.php?id=bjjs
北京文艺,http://47.108.20.161:8866/beijing/beijing.php?id=bjwy
北京财经,http://47.108.20.161:8866/beijing/beijing.php?id=bjcj
北京生活,http://47.108.20.161:8866/beijing/beijing.php?id=bjsh
北京新闻,http://47.108.20.161:8866/beijing/beijing.php?id=bjxw
贵州公共,http://47.108.20.161:8866/guizhou/guizhou.php?id=gzgg
贵州3台,http://47.108.20.161:8866/guizhou/guizhou.php?id=gzwy
贵州4台,http://47.108.20.161:8866/guizhou/guizhou.php?id=gzsh
贵州5台,http://47.108.20.161:8866/guizhou/guizhou.php?id=gzfz
贵州6台,http://47.108.20.161:8866/guizhou/guizhou.php?id=gzkj
贵州7台,http://47.108.20.161:8866/guizhou/guizhou.php?id=gzjj
贵州移动,http://47.108.20.161:8866/guizhou/guizhou.php?id=gzyd
三沙卫视,http://47.108.20.161:8866/hainan/hainan.php?id=ssws
海南文旅,http://47.108.20.161:8866/hainan/hainan.php?id=wlpd
海南自贸,http://47.108.20.161:8866/hainan/hainan.php?id=jjpd
海南公共,http://47.108.20.161:8866/hainan/hainan.php?id=ggpd
海南少儿,http://47.108.20.161:8866/hainan/hainan.php?id=sepd
石家庄综合,http://47.108.20.161:8866/hebei/shijiazhuang.php?id=sjzxwzh
石家庄文化,http://47.108.20.161:8866/hebei/shijiazhuang.php?id=sjzcsfw
黄华1台,http://47.108.20.161:8866/hebei/shijiazhuang.php?id=sjzcsfw
河南公共,http://47.108.20.161:8866/henan/henan.php?id=hngg
🍿云南源,#genre#
个旧台,http://lxj.i234.me:1672/yn.php?type=live&id=458
临沧一套,http://lxj.i234.me:1672/yn.php?type=live&id=301
临沧二套,http://lxj.i234.me:1672/yn.php?type=live&id=302
临翔区台,http://lxj.i234.me:1672/yn.php?type=live&id=367
丽江综合,http://lxj.i234.me:1672/yn.php?type=live&id=391
云南三套高清,http://lxj.i234.me:1672/yn.php?type=back&id=132
云南二套高清,http://lxj.i234.me:1672/yn.php?type=live&id=131
云南五套高清,http://lxj.i234.me:1672/yn.php?type=live&id=134
云南少儿高清,http://lxj.i234.me:1672/yn.php?type=back&id=152
云南康旅频道高清,http://lxj.i234.me:1672/yn.php?type=back&id=151
云县台,http://lxj.i234.me:1672/yn.php?type=live&id=348
云龙台,http://lxj.i234.me:1672/yn.php?type=live&id=484
会泽台,http://lxj.i234.me:1672/yn.php?type=live&id=454
保山一套,http://lxj.i234.me:1672/yn.php?type=live&id=264
元江台,http://lxj.i234.me:1672/yn.php?type=live&id=540
元谋台,http://lxj.i234.me:1672/yn.php?type=live&id=424
元阳台,http://lxj.i234.me:1672/yn.php?type=live&id=507
兰坪台,http://lxj.i234.me:1672/yn.php?type=live&id=317
凤庆一套,http://lxj.i234.me:1672/yn.php?type=live&id=366
剑川台,http://lxj.i234.me:1672/yn.php?type=live&id=485
勐海台,http://lxj.i234.me:1672/yn.php?type=live&id=438
勐腊台,http://lxj.i234.me:1672/yn.php?type=live&id=418
华坪台,http://lxj.i234.me:1672/yn.php?type=live&id=575
华宁台,http://lxj.i234.me:1672/yn.php?type=live&id=576
南华台,http://lxj.i234.me:1672/yn.php?type=live&id=517
南涧台,http://lxj.i234.me:1672/yn.php?type=live&id=489
双柏台,http://lxj.i234.me:1672/yn.php?type=live&id=359
双江台,http://lxj.i234.me:1672/yn.php?type=live&id=363
墨江台,http://lxj.i234.me:1672/yn.php?type=live&id=591
大关台,http://lxj.i234.me:1672/yn.php?type=live&id=7181
大姚台,http://lxj.i234.me:1672/yn.php?type=live&id=358
大理一套高清,http://lxj.i234.me:1672/yn.php?type=live&id=342
大理二套高清,http://lxj.i234.me:1672/yn.php?type=live&id=341
大理市台,http://lxj.i234.me:1672/yn.php?type=live&id=496
姚安台,http://lxj.i234.me:1672/yn.php?type=live&id=521
威信台,http://lxj.i234.me:1672/yn.php?type=live&id=7301
孟连台,http://lxj.i234.me:1672/yn.php?type=live&id=553
宁洱台,http://lxj.i234.me:1672/yn.php?type=live&id=542
宜良台,http://lxj.i234.me:1672/yn.php?type=live&id=6861
宣威台,http://lxj.i234.me:1672/yn.php?type=live&id=486
宾川一套,http://lxj.i234.me:1672/yn.php?type=live&id=482
富宁台,http://lxj.i234.me:1672/yn.php?type=live&id=528
寻甸台,http://lxj.i234.me:1672/yn.php?type=live&id=6761
屏边台,http://lxj.i234.me:1672/yn.php?type=live&id=500
峨山台,http://lxj.i234.me:1672/yn.php?type=live&id=585
嵩明台,http://lxj.i234.me:1672/yn.php?type=live&id=6862
巍山台,http://lxj.i234.me:1672/yn.php?type=live&id=538
巧家台,http://lxj.i234.me:1672/yn.php?type=live&id=6782
师宗台,http://lxj.i234.me:1672/yn.php?type=live&id=495
广南台,http://lxj.i234.me:1672/yn.php?type=live&id=595
建水台,http://lxj.i234.me:1672/yn.php?type=live&id=491
开远台,http://lxj.i234.me:1672/yn.php?type=live&id=459
弥勒台,http://lxj.i234.me:1672/yn.php?type=live&id=519
弥渡台,http://lxj.i234.me:1672/yn.php?type=live&id=490
彝良台,http://lxj.i234.me:1672/yn.php?type=live&id=616
德宏新闻综合高清,http://lxj.i234.me:1672/yn.php?type=live&id=265
德钦台,http://lxj.i234.me:1672/yn.php?type=live&id=319
怒江一套,http://lxj.i234.me:1672/yn.php?type=live&id=339
思茅台,http://lxj.i234.me:1672/yn.php?type=live&id=6741
文山一套,http://lxj.i234.me:1672/yn.php?type=live&id=268
新平台,http://lxj.i234.me:1672/yn.php?type=live&id=571
施甸台,http://lxj.i234.me:1672/yn.php?type=live&id=453
昆明一套,http://lxj.i234.me:1672/yn.php?type=back&id=136
昆明三套,http://lxj.i234.me:1672/yn.php?type=back&id=255
昆明二套,http://lxj.i234.me:1672/yn.php?type=back&id=137
昆明五套,http://lxj.i234.me:1672/yn.php?type=back&id=257
昆明教育电视台,http://lxj.i234.me:1672/yn.php?type=live&id=532
昌宁台,http://lxj.i234.me:1672/yn.php?type=live&id=410
易门台,http://lxj.i234.me:1672/yn.php?type=live&id=590
春城民生,http://lxj.i234.me:1672/yn.php?type=back&id=258
昭通一套,http://lxj.i234.me:1672/yn.php?type=live&id=334
昭通三套,http://lxj.i234.me:1672/yn.php?type=live&id=333
晋宁台,http://lxj.i234.me:1672/yn.php?type=live&id=6921
普洱一套高清,http://lxj.i234.me:1672/yn.php?type=live&id=300
景东台,http://lxj.i234.me:1672/yn.php?type=live&id=620
景洪台,http://lxj.i234.me:1672/yn.php?type=live&id=440
景谷台,http://lxj.i234.me:1672/yn.php?type=live&id=6781
曲靖一套,http://lxj.i234.me:1672/yn.php?type=live&id=408
曲靖三套,http://lxj.i234.me:1672/yn.php?type=live&id=406
曲靖二套,http://lxj.i234.me:1672/yn.php?type=live&id=407
梁河台,http://lxj.i234.me:1672/yn.php?type=live&id=437
楚雄一套,http://lxj.i234.me:1672/yn.php?type=live&id=259
楚雄市台,http://lxj.i234.me:1672/yn.php?type=live&id=390
武定台,http://lxj.i234.me:1672/yn.php?type=live&id=501
永仁台,http://lxj.i234.me:1672/yn.php?type=live&id=442
永平台,http://lxj.i234.me:1672/yn.php?type=live&id=487
永德台,http://lxj.i234.me:1672/yn.php?type=live&id=365
永胜台,http://lxj.i234.me:1672/yn.php?type=live&id=492
江城台,http://lxj.i234.me:1672/yn.php?type=live&id=555
江川台,http://lxj.i234.me:1672/yn.php?type=live&id=596
沧源台,http://lxj.i234.me:1672/yn.php?type=live&id=362
河口台,http://lxj.i234.me:1672/yn.php?type=live&id=597
沾益台,http://lxj.i234.me:1672/yn.php?type=live&id=577
泸水台,http://lxj.i234.me:1672/yn.php?type=live&id=318
